video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=5m6w1Pq0Pyw&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@Archdigest,Architectural Digest,Architect Breaks Down NYC Subway Stations (Oldest & Newest) | Architectural Digest,1.5M,2 years,Today Michael Wyetzner of Michielli + Wyetzner Architects returns to Architectural Digest to explore the history of New York City's ...,51:49.3
/watch?v=RL7BECNn-RI&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@Archdigest,Architectural Digest,Architect Breaks Down 5 of the Most Common New York Apartments | Architectural Digest,4.9M,3 years,"... + Wyetzner Architects returns to AD, this time breaking down five of the most common apartment types found in New York City.",51:49.3
/watch?v=FsDaZH-RpWA&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@WIRED,WIRED,How an Architect Redesigns NYC Streets | WIRED,234K,3 years,"Claire Weisz, founder of W X Y + architecture + urban design, walks us through three different street redesigns that her team has ...",51:49.3
/watch?v=2v29lyX2gqY&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@CityBeautiful,City Beautiful,Why did NYC Build a Park in the Middle of a River?,111K,1 month,Subscribe to Nebula and get $20 off at: https://go.nebula.tv/citybeautiful Watch this video on Nebula: ...,51:49.3
/watch?v=g8RZOmSTgUU&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@FD_Engineering,Free Documentary - Engineering,How To Build A City | NEW YORK CITY | FD Engineering,53K,1 year,How To Build A City: New York | FD Engineering Watch 'How To Build A City - Paris' here: https://youtu.be/cyj2q3fuuA8 Watch ...,51:49.3
/watch?v=m88-IUjDLq4&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@Archdigest,Architectural Digest,How an Abandoned Railroad Became One of NYC’s Most Popular Parks | Architectural Digest,763K,1 year,"Today AD joins architect Nick Potts in New York City for a walking tour of The Highline. Once an abandoned commercial railroad, ...",51:49.3
/watch?v=gCEN5h1JvoM&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@this_is_history,This Is History,The Entire History of New York City,1M,1 year,newyork #nyc #history WATCH THIS AND ALL OUR VIDEOS OVER ON SPOTIFY: ...,51:49.3
/watch?v=pUbWaFeDb0U&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@uncovering_yt,Uncovering,Why NYC Has a Perfect Design (well almost),312K,1 year,New York City has an incredibly well laid out grid pattern for most of Manhattan. There's just one problem with this specific grid.,51:49.3
/shorts/e3BZdmNXmyo,/@nytimes,The New York Times,The Urban Design of ‘Sesame Street’,28K,5 months,Sesame Street” was being conceived in the 1960s at the same time that the urban design book “The Death and Life of Great ...,51:49.3
/watch?v=9Zs61HZO584&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@Archdigest,Architectural Digest,Architect Breaks Down The Evolving Skyscrapers Of New York | Architectural Digest,716K,2 years,"... Architects returns to AD, this time breaking down five of the most common skyscraper styles dotting the New York City skyline.",51:49.3
/shorts/RA8rWxHL4UY,/@UrbanistAriel,Urbanist,How Zoning is Changing NYC (with @MBPMarkLevine),36K,9 months,... zoning is actually critical to the future of New York City And what's the zoning we're seeing in this general vicinity right now well ...,51:56.1
/watch?v=7KbGulTc4TY&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@ReasonTV,ReasonTV,The socialist housing plan for New York City,828K,3 months,"As rental prices in New York City soar, tenant activists are demanding that the government stop landlords from increasing the rent ...",51:56.1
/watch?v=Lf0brJe3dhY&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@theurbanspokesman,The Urban Spokesman,New York City Transportation and Urbanism Organizations,44,1 year,"What is Transportation Alternatives, Bike NYC, Riders Alliance and Regional Plan Association? #newyorkcity #bikelanes ...",51:56.1
/watch?v=Wv2L6oe9pAA&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@UrbanCaffeine,Urban Caffeine,An Introduction to New York City - Getting to know the basics of Manhattan,27K,5 years,A series that breaks down Manhattan's city grid system and neighborhoods and districts. This video gives an overview of ...,51:56.1
/watch?v=41WSPGunLOI&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@streetscaping,Streetscapes,What New York Could Learn From Amsterdam’s Streets,133K,9 months,This video compares the street designs of New York City and Amsterdam. We'll briefly look into both cities' traffic planning history ...,51:56.1
/watch?v=hlFYLYs3niQ&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@Expedia,Expedia,New York City MUST SEE Neighborhood Travel Guide 2026: Locals Edit,168,50 minutes,"Discover New York City beyond the tourist hotspots with a neighbourhood-led guide to the stylish streets, creative scenes and ...",51:56.1
/watch?v=We8_E8uX_tU&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbdIHCQmHCgGHKiGM7w%3D%3D,/@imperatur,imperatur,New York City's Subway Infrastructure is absolutely WILD - But why?,63K,4 months,"From mind-blowing highways, world cities like New York, to the hidden logic behind chaotic city layouts, Imperatur dives deep into ...",51:56.1
/shorts/lwtCPiSMprs,/@UrbanistAriel,Urbanist,This is why NYC can’t build more Affordable Housing (with @MBPMarkLevine),1.2M,1 year,New York City can't build buildings like this anymore why is that because in 1961 they passed a law believe it or not to limit the ...,51:56.1
/watch?v=8-B0JkOHIaI&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@HereBeBarr,Jon Barr,"Lower Manhattan, NYC: SECRET Spots and Hidden Gems Tour! 😱 (w/ @Urbanist: History of Cities )",89K,5 years,"Today we're visiting 5 NYC Hidden Gems in Lower Manhattan that you need to visit. We'll be joined by Ariel from the Urbanist, ...",51:56.1
/watch?v=09Q8LVJ9DB8&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@MindCalloused,Mind Calloused,New York City Architecture and Urbanism,18,1 month,Discover New York City's Stunning Architecture & Urban Design New York City is home to some of the world's most iconic ...,51:56.1
/watch?v=BKvmiBSIsQk&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@fourth_place,Fourth Place,10 Best Neighborhoods In New York City,17K,1 year,,51:56.1
/watch?v=Ck9x5DbPftA&pp=ygUWbmV3IHlvcmsgY2l0eSB1cmJhbmlzbQ%3D%3D,/@fourth_place,Fourth Place,"The Best of New York City Urbanism (No Commentary, Just Vibes)",1.7K,4 months,,51:56.1
